time_s,B_total,B_cabel_only,B_motor,B_other_device,B_drift,B_white_noise
0.005,1.2964622770331302,-0.18869024389179448,0.6130524930079029,-0.0042281475275846945,-0.01276252094292632,0.8890906963875327
0.00525,0.31829138856305333,-0.22966908866645627,0.6312173246259056,0.05413173571388608,-0.01930862928194501,-0.1180799538283371
0.0055,0.5494465913363853,-0.2709099408253931,0.6485583461726571,0.11197860190851182,-0.03746329821674784,0.09728288229735728
0.00575,0.26994266823845925,-0.31296308196064265,0.6650529256517917,0.16876422499124835,-0.0523749847970708,-0.1985364156468674
0.006,0.8017975839613108,-0.35608704075382946,0.6806795357696735,0.22395043650559016,-0.029765350223230878,0.28302000266310745
0.00625,0.6930724822023784,-0.40024050621209634,0.6954177820309475,0.2770142259312886,-0.014247118016332796,0.13512809846857146
0.0065,0.37957530619221264,-0.4450954318378979,0.709248429355668,0.32745269735734817,0.0032670746706762108,-0.21529746335358185
0.00675,0.5740876313620489,-0.49006991792074195,0.7221534271832533,0.37478783552493683,0.021537510102957718,-0.05432122352835693
0.007,1.0986254612245239,-0.5343782799957708,0.7341159330305129,0.4185710360714827,0.1123580787431674,0.3679586933751316
0.00725,1.0593908056283232,-0.577094697220183,0.7451203344729932,0.4583873570419662,0.09505053499043302,0.33792727634311376
0.0075,0.3764520867479233,-0.6172260425329488,0.75515226952096,0.4938594513749786,0.07326531820134496,-0.3285989098164115
0.00775,0.5822732810644529,-0.653788971670205,0.7641986453634202,0.5246511430946328,0.03870487520965632,-0.09149241093305145
0.008,1.1819876592630785,-0.6858861197258866,0.7722476554557239,0.550470613316035,0.0648063211429643,0.4803491890742419
0.00825,0.7334402797081899,-0.7127763342987937,0.7792887949284397,0.571073165869934,0.11264910338229066,-0.016794450173680663
0.0085,0.816243640100068,-0.7339342580110695,0.785312874297401,0.5862635463361777,0.10774584884024403,0.07085562863731468
0.00875,0.9908924098052718,-0.7490952376283515,0.7903120314570211,0.5958977925080403,0.07204484430354263,0.28173297916501927
0.009,0.3648724538690016,-0.7582824434111688,0.7942797419412321,0.5998845987502143,0.037030983163329534,-0.3080404265746055
0.00925,0.4882599932094975,-0.7618141780682872,0.7972108274386522,0.5981861813201735,0.06460153687630846,-0.2099243743573495
0.0095,0.6697896776608507,-0.7602905762592749,0.7991014625508673,0.5908186364520917,0.09608492572132689,-0.055924770804160195
0.00975,1.0684584763552334,-0.7545601721883772,0.7999491797850098,0.5778517878096818,0.11906177598510655,0.32615590496381247
0.01,0.9841956854825621,-0.745668070312827,0.7997528727741156,0.559408524753681,0.09076102120451822,0.27994133706307434
0.01025,0.9048804147074245,-0.7347886192953319,0.7985127977210587,0.5356636376953395,0.10055100678958383,0.2049415917967744
0.0105,0.6755734486669296,-0.7231464938158046,0.796230573064177,0.5068421615735103,0.1054371950127393,-0.009789987167692284
0.01075,0.9762345716473282,-0.7119308733561843,0.7929091773650274,0.4732172431545169,0.11464659006404485,0.3073924344199234
0.011,0.6598262652115037,-0.7022079244774937,0.788552945421026,0.4351075523668253,0.15153499961072361,-0.013161307709577602
0.01125,0.8116205284755214,-0.6948370112685085,0.7831675626080457,0.39287426220380633,0.16092371183907586,0.16949200309310192
0.0115,0.8759094950325557,-0.6903959622298073,0.7767600574603581,0.346917625816633,0.18961803013672035,0.2530097438486513
0.01175,1.0194624765731441,-0.6891203132849968,0.7693387924975998,0.29767318323688385,0.19236579724599562,0.4492050168776616
0.012,0.5310872660622842,-0.6908607459911473,0.7609134533107382,0.24560763367848068,0.20450807120966932,0.010918853854543326
0.01225,0.41315012624381947,-0.6950619841017959,0.7514950359212784,0.1912144125379512,0.2311552171229901,-0.06565255523660435
0.0125,0.69331665518342,-0.7007652518261633,0.7410958324302097,0.13500901501067397,0.1692082188716082,0.3487688406970915
0.01275,0.6241258064626716,-0.7066350966897644,0.7297294149754229,0.07752411064208059,0.1555442328643044,0.36796314467062813
0.013,0.05035854073401021,-0.7110100104767154,0.7174106180185341,0.019304495114193233,0.1354970611755772,-0.11084362309757893
0.01325,-0.1898603276254769,-0.7119749193927545,0.7041555189842312,-0.03909807288960596,0.10831557863871857,-0.25125843296606626
0.0135,0.31173584980445024,-0.7074523356155492,0.689981417277417,-0.09713010080954165,0.096578252410596,0.32975861654152805
0.01375,-0.4001513954841537,-0.6953078390567079,0.6749068117055246,-0.15424160776668203,0.1599230830325553,-0.3854318433988436
0.014,-0.4995044367371265,-0.6734646546542601,0.6589513763354812,-0.20989133683930608,0.12310053555637146,-0.39820035713541296
0.01425,-0.13941982908240325,-0.6400214593965686,0.6421359348168233,-0.26355188466060564,0.16409135886012519,-0.042073778702177475
0.0145,-0.1653765478003864,-0.593367232477508,0.6244824332044753,-0.31471469972355415,0.09261302226391187,0.025609928932288594
0.01475,-0.475804377402854,-0.5322869726338201,0.6060139113166635,-0.36289490202299696,0.0783516275065994,-0.26498804156929984
0.015,-0.13626222946928385,-0.45605245191022514,0.5867544726653467,-0.40763587835830367,0.0852055435396033,0.05546608459429492
0.01525,-0.06964383060986355,-0.36449283962194057,0.5667292529984026,-0.4485136097459746,0.11001584360052896,0.06661752215912005
0.0155,-0.17720179104694272,-0.25804098136453624,0.5459643874946306,-0.48514068993047893,0.14011246626701168,-0.12009697351356984
0.01575,0.5516039978655043,-0.13775230693903723,0.5244869766543855,-0.517169996909114,0.17367328026730577,0.5083660447919642
0.016,0.21894690347515933,-0.005294706142276867,0.502325050930357,-0.5442979826751155,0.15877423886036868,0.10744030250182611
0.01625,0.4715183016316189,0.13709081928540293,0.4795075341446542,-0.5662675500014864,0.1390652390726021,0.28212225913044614
0.0165,-0.02883429493382683,0.286657423516493,0.4560642057399449,-0.5828704890017051,0.1753678119787712,-0.3640532471673307
0.01675,0.07925503813845025,0.4402448577950999,0.43202566191390857,-0.5939494503755406,0.1671444219176188,-0.36621045311263645
0.017,0.6303666293827033,0.5943930264060806,0.4074232756877365,-0.5993994366391485,0.11293411126580313,0.11501565266223159
0.01725,1.0571035355927785,0.7454714879322967,0.382289155960788,-0.5991687972067596,0.06479726655138522,0.46371442235506827
0.0175,0.4264912364019598,0.8898188821490054,0.35665610560484085,-0.5932597178933849,0.025759911284593727,-0.2524839447430954
0.01775,0.85538923048516,1.023885719795088,0.330557578652628,-0.5817282001994193,0.04682997061154278,0.03584416162532052
0.018,0.6277852464563487,1.144373766140077,0.30402763663653926,-0.5646835305734668,0.052841435427278566,-0.30877406117407946
0.01825,0.8856174813353208,1.2483653915143131,0.27710090413446603,-0.5422872446832957,0.08209408017350059,-0.17965564980366322
0.0185,1.1806971586354584,1.333436745921102,0.24981252358080633,-0.5147515965107174,0.06392165594221494,0.04827782970205244
0.01875,1.0850630600439781,1.397749415345865,0.22219810940160778,-0.48233754677908974,0.07060588541628562,-0.12315280334069047
0.019,0.9597717593235344,1.4401162923209645,0.19429370153371078,-0.44535228977749725,0.09709503103877548,-0.3263809757924189
0.01925,0.9739626434203952,1.460038685933398,0.1661357183885523,-0.4041463420203952,0.08391400377248638,-0.3319794226536464
0.0195,0.8680966540626788,1.457713138421775,0.13776090932201424,-0.35911022033403944,0.1032348515189889,-0.47150202486605985
0.01975,1.4267854314762964,1.4340079305550446,0.10920630667235243,-0.3106707408521506,0.07509598429740227,0.11914595080364755
0.02,1.4206790318725009,1.3904107661148462,0.08050917742880369,-0.2592869739959286,0.05965080596699532,0.1493952563577846
0.02025,1.3667728160525838,1.3289505475837284,0.05170697459394727,-0.20544589377388547,0.04342282851194707,0.14813835913684648
0.0205,0.8906593611911958,1.2520974160057332,0.022837288303294213,-0.14965776263392347,-0.007323631017597462,-0.22729394946631054
0.02075,1.3289555687626808,1.1626462622558642,-0.006062203234093853,-0.09245129560630855,0.013334982703673587,0.2514878226435455
0.021,1.1643797238793494,1.0635896713735986,-0.03495378290993537,-0.03436864956792562,-0.006582181894102913,0.17669466687771457
0.02125,0.9140021164409706,0.9579866981952015,-0.06379974394182383,0.02403971488448572,-0.006048154358142335,0.0018236016612494996
0.0215,0.8136302016177589,0.8488339705512136,-0.09256243908484563,0.08222025025707187,0.014345605709131255,-0.03920718581481224
0.02175,0.6283591818031609,0.7389453734106403,-0.12120432976550109,0.13962156823672814,0.03327543718028607,-0.16227886725899243
0.022,0.7863738146377085,0.6308459995808394,-0.14968803507379072,0.19569966530598878,0.06147572634248991,0.048040458482181046
0.02225,1.0602040787271196,0.5266851933896836,-0.17797638054953333,0.2499230783707581,0.05726023618671167,0.4043119513294995
0.0225,0.8476530849952477,0.4281724122101084,-0.20603244669924733,0.3017779215400078,0.0392710440402505,0.28446415390412844
0.02275,0.4253042885044586,0.3365383485648808,-0.23381961718026753,0.35077275632286786,0.03586540670424693,-0.06405260590726945
0.023,0.4865971778905722,0.25252236406252526,-0.26130162658922323,0.3964432490873306,-0.0357221741136503,0.13465536544358991
0.02325,-0.04613414244197839,0.17638586217723426,-0.28844260779248726,0.4383565716408958,-0.09707645608718168,-0.2753575123804395
0.0235,0.2982593444864188,0.10794984770551719,-0.31520713873685113,0.4761155032280046,-0.15311566206155214,0.18251679435130025
0.02375,-0.1885750939610112,0.04665366133919467,-0.34156028867931393,0.5093621950688368,-0.1953163760233882,-0.2077142856663406
0.024,0.1562699376943655,-0.008369194255536179,-0.3674676637756562,0.5377815617621822,-0.17823865635604264,0.17256389031941835
0.02425,0.6357423017202202,-0.05820304846854162,-0.3928954519682992,0.5611042674114194,-0.21653151287295888,0.7422680476186005
0.0245,-0.317694915580137,-0.10405532968499284,-0.41781046711487363,0.5791092781734827,-0.23243528887197093,-0.14250310808178232
0.02475,0.5558001114811512,-0.14716078573284772,-0.44218019229988403,0.5916259570398278,-0.17718569483545266,0.7307008273095078
0.025,-0.12565377957991,-0.18869024389179462,-0.4659728222729698,0.5985356809967334,-0.1921852663576235,0.12265887194574457
0.02525,-0.46724466483584115,-0.22966908866645652,-0.4891573049583605,0.5997729652388053,-0.16078482813434183,-0.18740640831548758
0.0255,-0.5864333183610546,-0.27090994082539277,-0.5117033819813431,0.5953260837812844,-0.20028203765199926,-0.19886404168360378
0.02575,0.12106121756122723,-0.3129630819606428,-0.5335816281588722,0.585237180589497,-0.2088701548708525,0.5912389019620977
0.026,-0.4670345710048657,-0.35608704075382974,-0.5547634899027619,0.5696018701722545,-0.24903308169630306,0.12324717117577466
0.02625,-0.8316886573691397,-0.40024050621209656,-0.5752213224853561,0.5485683314244498,-0.2632569460546773,-0.14153821404145964
0.0265,-0.7960054524604733,-0.44509543183789846,-0.594928426119021,0.5223359033066914,-0.2274523450495193,-0.050865152760725965
0.02675,-0.8056531941581309,-0.4900699179207426,-0.6138590808023955,0.49115319567098253,-0.3005713355332133,0.10769394442723818
0.027,-0.995189556635038,-0.5343782799957715,-0.6319885798879024,0.45531573313653195,-0.28195826108463806,-0.0021801688032580847
0.02725,-0.9964489946087681,-0.5770946972201837,-0.6492932623267245,0.41516315434513373,-0.2716989759755362,0.08647478656854238
0.0275,-0.7652268583738859,-0.6172260425329495,-0.6657505435491464,0.3710759931393308,-0.2967289895946901,0.44340272416356913
0.02775,-1.65152397418283,-0.6537889716702056,-0.681338944939979,0.3234720721687648,-0.35787546360074096,-0.28199266614066903
0.028,-1.3025567380917964,-0.6858861197258872,-0.6960381218705824,0.2728025431031983,-0.3545926215395027,0.16115758194097768
0.02825,-1.5981105399233595,-0.7127763342987943,-0.7098288902509102,0.2195476109799082,-0.3768285251830302,-0.01822440117053276
0.0285,-1.7839014122893235,-0.7339342580110698,-0.722693251566918,0.1642119832066177,-0.3667245494032745,-0.12476133651467887
0.02875,-1.4739146255005446,-0.7490952376283517,-0.734614416370664,0.107320086350687,-0.3655685997997014,0.26804354194748553
0.029,-2.117208281337079,-0.7582824434111689,-0.7455768261924361,0.04941109604595495,-0.2974036991082515,-0.36535640867117747
0.02925,-2.4253245708298135,-0.7618141780682873,-0.7555661738463202,-0.008966172880190552,-0.3073697064979485,-0.5916083395370667
0.0295,-1.8865726275546661,-0.7602905762592748,-0.7645694221026934,-0.06725846763228019,-0.3505874152509553,0.05613325369053757
0.02975,-2.029357990399826,-0.754560172188377,-0.772574820703288,-0.12491334073171104,-0.3427647218082254,-0.034544934968224056
0.03,-2.378055998275938,-0.7456680703128266,-0.7795719216966073,-0.18138438566955503,-0.33321980797696005,-0.3382118126199895
0.03025,-2.459478933066819,-0.7347886192953316,-0.7855515930736853,-0.23613641530791027,-0.2753641813436337,-0.42763812404625845
0.0305,-1.5594171462700097,-0.7231464938158044,-0.7905060306863926,-0.2886505339530898,-0.23977243223192427,0.48265834441720123
0.03075,-1.9535215796116956,-0.7119308733561831,-0.7944287684327334,-0.3384290550315924,-0.22448659478110664,0.11575371198991993
0.031,-2.0418944446124425,-0.7022079244774931,-0.7973146866958398,-0.3850002177631081,-0.1622830464439458,0.0049114307679449755
0.03125,-1.585709300612682,-0.6948370112685078,-0.7991600190256525,-0.42792265812969676,-0.21260083942868507,0.5488112272398601
0.0315,-1.9412341722521034,-0.6903959622298066,-0.7999623570545635,-0.46678959176891743,-0.23960188446520767,0.25551562326639177
0.03175,-1.8265056298224813,-0.6891203132849963,-0.7997206536406091,-0.5012326691487899,-0.27875118638313695,0.44231919263505143
0.032,-2.6103200025266746,-0.6908607459911467,-0.7984352242341088,-0.5309254664883525,-0.29511008378393633,-0.29498848202913036
0.03225,-2.704419753977307,-0.6950619841017953,-0.7961077464659667,-0.5555865793396827,-0.353315296538691,-0.3043481475311711
0.0325,-2.2403757802937694,-0.7007652518261631,-0.7927412579581731,-0.5749822895128851,-0.32615578977555226,0.15426880877900406
0.03275,-2.315656395735943,-0.7066350966897639,-0.7883401523593645,-0.5889287800690926,-0.33537717114166904,0.10362480452394719
0.033,-2.1763477094971444,-0.7110100104767144,-0.7829101736106135,-0.5972938773895461,-0.39754915693523907,0.3124155089149687
0.03325,-2.936503526834439,-0.7119749193927538,-0.7764584084489368,-0.5999983038108323,-0.44037467635375077,-0.40769721882816495
0.0335,-2.3243651054212453,-0.7074523356155489,-0.7689932771583007,-0.5970164289548051,-0.42680241768550203,0.17589935399291112
0.03375,-2.1878798758525466,-0.6953078390567071,-0.7605245225801958,-0.5883765126326919,-0.3909881599380258,0.24731715835507362
0.034,-2.070701490103588,-0.6734646546542594,-0.7510631973981283,-0.5741604370213362,-0.30605621773271113,0.23404301670284677
0.03425,-2.219098535536694,-0.6400214593965691,-0.7406216497126147,-0.5545029306497921,-0.18227890047583764,-0.10167359530188058
0.0345,-1.887105839498457,-0.5933672324775073,-0.7292135069255137,-0.5295902915507027,-0.16458860144375254,0.12965379289901913
0.03475,-2.1491687217296835,-0.5322869726338191,-0.7168536579547236,-0.49965862167740793,-0.20645519647239485,-0.19391427299133818
0.035,-1.9945918009107095,-0.4560524519102237,-0.7035582338024593,-0.46499158931955276,-0.29675300541669125,-0.07323652046178274
0.03525,-2.0257023574443718,-0.3644928396219438,-0.6893445865024668,-0.42591774072323063,-0.2852131057722473,-0.2607340848244834
0.0355,-1.8242603641422557,-0.25804098136453824,-0.6742312664736549,-0.3828073863939368,-0.3195142975754377,-0.18966643233468802
0.03575,-1.5292312531064247,-0.1377523069390396,-0.658237998309701,-0.33606909159149095,-0.3369312741714131,-0.06024058209478
0.036,-1.4182420649041008,-0.005294706142277811,-0.64138565503622,-0.2861458042771599,-0.362681712538975,-0.12273418690946798
0.03625,-1.2782404221227517,0.1370908192854019,-0.6236962308691049,-0.23351065720918512,-0.3684264925659534,-0.18969786076391007
0.0365,-1.1450818523270123,0.2866574235164887,-0.605192812509583,-0.17866248397110054,-0.3229847163182623,-0.3248992630445552
0.03675,-0.09362382469867486,0.4402448577950975,-0.5858995490134602,-0.12212109142829203,-0.31612198916677287,0.49027394711475275
0.037,-0.4836643412108751,0.5943930264060777,-0.5658416202738636,-0.06442233341667493,-0.3226526781203495,-0.1251407358060648
0.03725,-0.08957177850767965,0.7454714879322951,-0.5450452041586383,-0.006113032351072384,-0.3663764233130714,0.08249139338280735
0.0375,-0.45838343813564636,0.8898188821490044,-0.523537442345257,0.05225420311775327,-0.437176091996059,-0.439742989061088
0.03775,0.5145490198003229,1.0238857197950868,-0.5013464048978663,0.11012621528336913,-0.45752879360762094,0.3394122832273542
0.038,0.41509339993584343,1.1443737661400757,-0.4785010536326702,0.16695453976744828,-0.45952401496072204,0.04179016262171158
0.03825,0.5203127329796886,1.2483653915143136,-0.45503120431948274,0.22220060342394768,-0.3842534219078082,-0.11096863573128181
0.0385,0.6905368335257424,1.333436745921102,-0.43096748776877214,0.2753408285021638,-0.3784879854627644,-0.10878526766598705
0.03875,1.1980617405752463,1.397749415345865,-0.4063413098549858,0.3258715946954727,-0.3365704240526193,0.21735246444151365
0.039,0.3364348032463591,1.4401162923209643,-0.38118481052832975,0.3733140120494819,-0.35753683340956,-0.7382738571861973
0.03925,0.90810734601717,1.4600386859333978,-0.35553082186848983,0.41721845949578557,-0.4075706428662544,-0.20604833467726907
0.0395,1.1074485649807786,1.4577131384217754,-0.3294128252350592,0.457168845998781,-0.44824963480442037,-0.02977095940029808
0.03975,1.1125481169342069,1.4340079305550444,-0.30286490757056406,0.49278655393178766,-0.47872868967424453,-0.03265277030781648
0.04,1.8763966001466654,1.3904107661148468,-0.27592171691315276,0.5237340273103502,-0.3881544672849823,0.6263279909196037
0.04025,1.122902188997394,1.3289505475837295,-0.24861841717697852,0.5497179708763257,-0.4227495446736499,-0.08439836761203297
0.0405,1.4622332128249578,1.2520974160057332,-0.22099064225931198,0.5704921297144057,-0.38692243865128256,0.24755674801541355
0.04075,1.5833690570182235,1.1626462622558642,-0.19307444953427053,0.5858596230581194,-0.42497667539547757,0.4529142966339878
0.041,1.2768115300952192,1.0635896713735993,-0.16490627279386313,0.5956748101673608,-0.38520020009898503,0.1676535214471074
0.04125,0.8842219349439544,0.9579866981952021,-0.13652287469776841,0.5998446705941688,-0.3686325413273136,-0.16845401782033462
0.0415,0.643034736070292,0.8488339705512131,-0.10796129879389593,0.5983296857557061,-0.3750457249459948,-0.3211218964967365
0.04175,1.060645574552872,0.738945373410639,-0.0792588211723709,0.5911442134595991,-0.37654026182354644,0.18635507067855117
0.042,1.1659291477230054,0.630845999580838,-0.050452901816012044,0.5783563518321851,-0.404076607788118,0.41125630591411233
0.04225,0.8167773148035163,0.526685193389681,-0.021581135710808896,0.5600872939392525,-0.3849048106968883,0.13649077388228004
0.0425,0.8764018222367967,0.4281724122101081,0.0073187962197827725,0.5365101792156494,-0.4039616038927812,0.30836203848403765
0.04275,1.0728917289706164,0.3365383485648806,0.03620917629271769,0.5078484525889976,-0.4556910104105012,0.6479867619345216
0.043,0.4916843281102402,0.2525223640625256,0.06505229929120485,0.4743737468484098,-0.5096076531895548,0.20934357109765478
0.04325,-0.07052777458788101,0.1763858621772349,0.09381052167428974,0.43640330832742,-0.5019692503183463,-0.27515821644847943
0.0435,0.20277696012087348,0.10794984770551841,0.12244631070592732,0.3942969902984301,-0.434681379965116,0.0127651913761137
0.04375,0.46095955538473693,0.04665366133919559,0.15092229343946292,0.34845384257286544,-0.42762404034707474,0.34255379838028766
0.044,-0.02444319106246467,-0.008369194255534899,0.17920130549354898,0.29930832962806064,-0.4323886841915362,-0.06219494773700323
0.04425,0.35280026472062165,-0.058203048468541935,0.20724643955587593,0.24732621310243946,-0.41999573817239144,0.37642639870323963
0.0445,-0.05710999532261211,-0.10405532968499158,0.23502109355139159,0.1930001376813597,-0.364341672373274,-0.016734224497097862
0.04475,-0.01904927645852779,-0.14716078573284702,0.26248901841215316,0.13684496220708176,-0.35480932658162445,0.08358685523670877
0.045,-0.27938461749874133,-0.18869024389179442,0.28961436538646473,0.07939288026081716,-0.3720163591682664,-0.08768526008596236
0.04525,-0.1770976245943766,-0.2296690886664565,0.31636173282555546,0.021188376460077183,-0.32486273029382146,0.03988408508026871
0.0455,-0.21879364772281962,-0.27090994082539366,0.3426962123867445,-0.037216933728554065,-0.3064748424980016,0.0531118569423852
0.04575,-0.6829317638638888,-0.3129630819606427,0.36858343459277104,-0.09526953175707713,-0.24114710313476068,-0.40213548160417933
0.046,-0.45813987524483946,-0.35608704075382935,0.39398961368786384,-0.15241924179961994,-0.23322488323398513,-0.11039832314526886
0.04625,-0.7827981355427223,-0.40024050621209684,0.41888159173196815,-0.2081244448763491,-0.28501275447288454,-0.30830202171336
0.0465,-0.7083655350231718,-0.4450954318378984,0.4432268818756171,-0.2618572118824675,-0.3428626213313333,-0.10177715184708973
0.04675,-0.807602798150016,-0.49006991792074217,0.4669937107589463,-0.3131083068756089,-0.2726273416963113,-0.19879094241629988
0.047,-0.3520148456707271,-0.5343782799957718,0.49015105997952607,-0.36139201320445574,-0.19935090650891946,0.2529552940588939
0.04725,-0.42166706992696307,-0.5770946972201835,0.5126687065748884,-0.4062507367404475,-0.20684032681259829,0.2558499842713778
0.0475,-0.6128578581909684,-0.6172260425329488,0.5345172624669131,-0.44725934258682964,-0.22296327412147227,0.14007353858336927
0.04775,-1.0599017574258727,-0.6537889716702059,0.5556682128166018,-0.484029184165232,-0.16083950660332802,-0.31691230780370866
0.048,-0.8582299574666601,-0.6858861197258873,0.5760939532391641,-0.516211786495299,-0.2076923101812524,-0.024533694303385627
0.04825,-1.242819471334105,-0.712776334298794,0.5957678258308685,-0.5435021487602384,-0.24551073616090993,-0.33679807794503125
0.0485,-0.9398069081150274,-0.7339342580110699,0.6146641539606277,-0.5656416348592129,-0.218071822717598,-0.036823346487774154
0.04875,-0.7715741120879369,-0.749095237628352,0.6327582757809033,-0.5824204245522595,-0.23467201749554636,0.16185529180731764
0.049,-0.6886519160574471,-0.7582824434111692,0.6500265764142124,-0.5936795019677376,-0.23474262782152888,0.24802608072877616
0.04925,-0.817996714984974,-0.7618141780682873,0.6664465187732156,-0.5993121626268472,-0.2415280880278159,0.11821119496476087
0.0495,-0.5900006164473368,-0.760290576259275,0.6819966729741682,-0.5992650247028444,-0.22705957946289584,0.3146178910035103
0.04975,-0.7537248354226258,-0.7545601721883776,0.6966567443053422,-0.5935385349310546,-0.16722196934290048,0.06493909673436464
0.05,-0.8391129998105796,-0.7456680703128266,0.7104075997139272,-0.5821869643750743,-0.16327549683403164,-0.05839006800257434
0.05025,-0.4943221007508418,-0.7347886192953316,0.7232312927768256,-0.5653178940892866,-0.13586200756790226,0.21841512742485295
0.0505,-0.5272389586371153,-0.7231464938158044,0.7351110871227684,-0.5430911955521662,-0.22273138143608162,0.22661902504416853
0.05075,-0.837318354000515,-0.7119308733561833,0.7460314782751767,-0.5157175155330129,-0.22465851880556692,-0.13104292458092848
0.051,-0.5952226304846848,-0.7022079244774931,0.7559782138872554,-0.48345627975131517,-0.2602822047856492,0.09474556464251724
0.05125,-0.7619035596695946,-0.6948370112685073,0.7649383123429214,-0.4466132342484645,-0.3118132829113873,-0.07357834358415691
0.0515,-1.1740458012313826,-0.6903959622298065,0.7729000796992813,-0.40553754777272577,-0.3488636703780306,-0.5021487005501012
0.05175,-0.5226759949550714,-0.6891203132849965,0.7798531249485525,-0.36061850263871853,-0.3628169270082387,0.11002662302832983
0.052,-0.8647286467476041,-0.6908607459911466,0.7857883735795025,-0.312281805422775,-0.32374392346555614,-0.3236305454476289
0.05225,-0.46309154758099713,-0.6950619841017952,0.7906980794207151,-0.2609855524584586,-0.37979814277489854,0.08205605233344013
0.0525,-0.8754935459302209,-0.7007652518261628,0.7945758347502203,-0.20721588836801014,-0.37826166494596664,-0.3838265755403017
0.05275,-0.6391781631346962,-0.7066350966897639,0.7974165786582968,-0.1514823987746866,-0.3985604770733573,-0.17991676925518524
0.053,-0.5267154915018174,-0.7110100104767144,0.7992166036525329,-0.09431328086012943,-0.41220910338358574,-0.1083997004339207
0.05325,-0.017241936906462363,-0.7119749193927545,0.799973560496523,-0.036250337536372974,-0.3694214330516944,0.30043119257783646
0.0535,-0.3653559269420127,-0.70745233561555,0.7996864612758876,0.022156157326326472,-0.34636744493219496,-0.1333787649964818
0.05375,-0.3747699864230801,-0.6953078390567083,0.7983556806876133,0.08035267395257736,-0.2894277636043857,-0.2687427384021768
0.054,0.05559224332789234,-0.6734646546542599,0.7959829555510309,0.13778767257181046,-0.2958000006390876,0.09108627049839843
0.05425,-0.032908946792030505,-0.6400214593965692,0.7925713825410691,0.19391683046855016,-0.32513230322161685,-0.054243397183463674
0.0545,0.30618280540274434,-0.5933672324775076,0.7881254141467438,0.248208200635254,-0.3344237170640806,0.19764014016233475
0.05475,-0.026388568186160588,-0.5322869726338187,0.7826508528601549,0.30014725313814694,-0.32392971425951,-0.2529699872911337
0.055,0.4058193249076859,-0.4560524519102239,0.7761548436035784,0.3492417514180319,-0.3162382887386452,0.0527134705349446
0.05525,1.0545381235045446,-0.36449283962193924,0.7686458644045331,0.395026417312448,-0.3620330177722938,0.6173916991817966
0.0555,0.5213714738337161,-0.25804098136453346,0.760133715330995,0.4370673405878106,-0.35796886096197034,-0.05981973975858582
0.05575,0.786460574926892,-0.1377523069390397,0.7506295057011998,0.4749660911915665,-0.34806531745199165,0.04668260242515703
0.056,0.5868805287777215,-0.005294706142278255,0.7401456395847226,0.5083634952517235,-0.24107383540704092,-0.41526006450940534
0.05625,1.0281645205162389,0.13709081928540146,0.7286957996137657,0.5369430390378943,-0.16132031542278452,-0.21324482199803838
